Cells,Value,Error
47,177.355,0.0008
45,106.358,0.0007
43,53.1073,0.0008
41,19.3597,0.001
39,6.9645,0.0012
37,2.16155,0.0015
35,0.946333,0.0017
33,0.23992,0.0022
26,0.00267057,0.0045
30,0.0762893,0.0027
29,0.0425851,0.0028
28,0.0165885,0.0032
27,0.00646542,0.0038
21,0.000191895,0.0079
55,245.195,0.0004
57,152.776,0.0003
59,80.2515,0.0004
61,29.7525,0.0004
63,10.5505,0.0006
65,3.2081,0.0007
67,1.37697,0.0009
69,0.341806,0.0011
72,0.107741,0.0013
73,0.076447,0.0014
74,0.0384509,0.0015
75,0.0180121,0.0018
76,0.00858018,0.0021
77,0.00424445,0.0024
78,0.00217744,0.0028
79,0.00114966,0.0033
80,0.000625638,0.0037
81,0.000330508,0.0042
86,2.78275e-05,0.0073
